dropoff_date,duration_in_minutes,weather_indicator
2013-10-13,20.683333333333334,1
2013-11-24,16.316666666666666,1
2014-01-12,19,0
2014-04-27,22.333333333333332,1
2014-09-21,21,0
2015-08-02,20.233333333333334,1
2009-03-29,39,1
2009-03-29,32.983333333333334,1
2009-11-01,22.166666666666668,0
2010-01-17,19.75,1
2010-01-03,18,1
2011-06-12,21,0
2012-11-11,27,1
2013-04-21,28,1
2013-07-28,33.8,0
2014-06-08,16.033333333333335,1
2015-04-12,23.416666666666668,1
2015-09-13,32.7,0
2015-10-04,25.183333333333334,1
2009-08-23,16.333333333333332,0
2013-10-20,23,1
2014-02-09,17.75,0
2014-03-30,23,1
2015-10-04,33.333333333333336,1
2015-12-20,35.86666666666667,1
2009-09-13,27.05,1
2010-07-18,16,1
2010-08-15,15.766666666666667,0
2011-06-12,31,0
2011-10-23,22,1
2012-02-19,12.116666666666667,1
2012-03-04,11.116666666666667,1
2012-03-11,10.566666666666666,1
2013-07-21,27.483333333333334,1
2013-09-01,11,1
2015-01-18,22.033333333333335,1
2015-11-08,16.65,1
2009-07-12,17,0
2010-09-12,3,0
2011-10-16,21,1
2009-04-19,24.5,1
2009-09-20,30,1
2010-08-08,32,1
2010-12-26,26,1
2011-02-20,12,1
2012-04-15,32,1
2012-10-21,25,1
2013-01-27,14.433333333333334,1
2015-01-18,22.966666666666665,1
2009-11-15,23.1,0
2010-05-02,31.1,1
2012-10-21,20.583333333333332,1
2013-04-21,17,1
2015-08-23,25.433333333333334,1
2009-01-04,19,1
2009-02-15,19.5,1
2009-03-01,18.733333333333334,0
2009-03-01,15.516666666666667,0
2009-03-01,20.616666666666667,0
2009-04-05,19,1
2009-05-10,52,1
2009-05-10,30,1
2009-05-03,19,1
2009-05-31,16,1
2009-08-02,30,1
2009-08-16,23,1
2009-09-06,24,1
2009-09-06,16,1
2009-10-18,22,0
2009-10-11,20.416666666666668,1
2009-11-08,14.483333333333333,1
2009-11-29,14,1
2009-11-15,25,0
2009-11-08,23,1
2009-11-22,16.916666666666668,1
2009-12-27,16.516666666666666,0
2009-12-06,19,1
2010-01-03,18.15,1
2010-04-25,27,1
2010-04-25,17.116666666666667,1
2010-04-04,6.966666666666667,1
2010-05-16,17,1
2010-05-16,24,1
2010-06-06,18,0
2010-07-25,24,1
2010-07-18,16.6,1
2010-07-25,21,1
2010-09-19,2.2666666666666666,1
2010-10-24,20,1
2010-11-21,20.55,1
2010-12-05,17,1
2010-12-19,18,1
2011-01-16,22,1
2011-02-27,19,1
2011-02-06,21.966666666666665,1
2011-02-06,19,1
2011-04-17,17.683333333333334,0
2011-05-15,17.7,1
2011-06-26,20,1
2011-06-12,14,0
2011-06-19,17,1
2011-07-03,29,1
2011-07-31,28.566666666666666,1
2011-07-17,19.366666666666667,1
2011-07-24,18.183333333333334,0
2011-08-07,20.633333333333333,0
2011-09-18,21,1
2011-10-16,25.25,1
2011-10-30,21,0
2011-10-30,13.266666666666667,0
2011-10-09,13.116666666666667,1
2011-11-13,15,1
2011-11-20,25,1
2011-11-13,17,1
2011-11-20,31.8,1
2011-12-18,11,1
2011-12-04,13,1
2011-12-11,17,1
2012-01-01,22.766666666666666,0
2012-01-22,17,1
2012-01-22,22,1
2012-01-01,14.9,0
2012-02-19,14.916666666666666,1
2012-02-26,18,1
2012-03-11,17.4,1
2012-03-04,26.716666666666665,1
2012-04-08,14,1
2012-04-08,24.183333333333334,1
2012-04-08,25,1
2012-05-20,24,1
2012-05-13,34,1
2012-05-27,18,0
2012-06-24,23.733333333333334,0
2012-06-03,15.2,0
2012-07-08,23.533333333333335,0
2012-07-08,23.55,0
2012-07-22,21,1
2012-07-15,25.066666666666666,0
2012-08-05,14,0
2012-09-23,16,1
2012-09-02,23,1
2012-10-21,17,1
2012-10-28,17,1
2012-10-28,19,1
2012-11-18,22.966666666666665,1
2012-11-04,16,1
2012-12-30,14,1
2012-12-16,18.5,1
2012-12-30,16,1
2012-12-23,21,1
2012-12-16,4,1
2013-01-13,20,1
2013-01-27,16.416666666666668,1
2013-01-27,19.783333333333335,1
2013-02-03,13.25,0
2013-03-17,27,1
2013-03-10,15,1
2013-03-10,31.3,1
2013-04-07,14,1
2013-04-21,20,1
2013-05-19,16.716666666666665,1
2013-05-12,20.483333333333334,1
2013-05-05,20.683333333333334,1
2013-05-05,16,1
2013-05-05,16,1
2013-05-26,15.883333333333333,1
2013-06-16,16,1
2013-06-16,15.316666666666666,1
2013-06-23,15,1
2013-07-28,21.65,0
2013-07-21,18,1
2013-07-14,12.466666666666667,1
2013-08-25,20.3,1
2013-09-01,17,1
2013-09-01,13.966666666666667,1
2013-09-22,15,1
2013-09-01,32.11666666666667,1
2013-10-20,26,1
2013-11-03,16,1
2013-12-29,14,1
2013-12-29,21.966666666666665,1
2013-12-08,12.9,0
2013-12-08,14.233333333333333,0
2013-12-01,16,1
2013-12-22,18,1
2014-01-12,21.05,0
2014-01-05,15,0
2014-01-19,24,1
2014-02-23,27,1
2014-02-02,16,1
2014-03-09,15,1
2014-04-06,22.083333333333332,1
2014-04-13,15,1
2014-04-13,18.916666666666668,1
2014-05-04,19,0
2014-05-25,21,1
2014-06-22,18.05,1
2014-06-01,23.983333333333334,1
2014-06-29,20.966666666666665,1
2014-07-20,18,1
2014-08-10,23,1
2014-08-17,18.7,0
2014-09-28,16.366666666666667,1
2014-09-07,16.016666666666666,1
2014-09-14,15.466666666666667,1
2014-10-05,17,1
2014-10-26,15.483333333333333,1
2014-11-09,18,1
2014-11-30,16,1
2014-12-28,19.666666666666668,0
2014-12-21,18.283333333333335,1
2014-12-07,18,0
2014-12-28,30.833333333333332,0
2014-12-14,16.483333333333334,1
2014-12-28,22.633333333333333,0
2015-01-11,18.4,1
2015-03-15,29.85,1
2015-03-08,23.483333333333334,1
2015-03-29,25.233333333333334,1
2015-04-26,14.016666666666667,1
2015-04-12,19.266666666666666,1
2015-04-05,15.316666666666666,1
2015-06-28,16.333333333333332,0
2015-06-07,21.416666666666668,1
2015-06-14,15.333333333333334,1
2015-07-19,26.2,1
2015-07-12,17.733333333333334,1
2015-07-12,16.683333333333334,1
2015-07-19,23.166666666666668,1
2015-08-16,16.4,1
2015-08-02,24.316666666666666,1
2015-08-02,24.533333333333335,1
2015-10-11,43.56666666666667,1
2015-10-11,54.7,1
2015-11-22,33.05,0
2015-11-29,8.883333333333333,1
2015-12-20,13.916666666666666,1
2015-12-27,18.866666666666667,0
2009-01-25,15.083333333333334,1
2009-01-04,13,1
2009-02-15,16.7,1
2009-02-01,12,1
2009-02-22,14.1,0
2009-02-08,15.65,1
2009-04-05,14.15,1
2009-06-07,18.2,1
2009-07-19,20,1
2009-08-16,13.55,1
2009-08-09,14,0
2009-09-13,15.983333333333333,1
2009-09-27,13.433333333333334,1
2009-10-25,14,1
2009-10-18,13.066666666666666,0
2009-10-11,18.8,1
2009-10-04,15.766666666666667,1
2009-10-18,13.466666666666667,0
2009-11-15,17,0
2009-11-29,14.616666666666667,1
2009-11-08,12,1
2009-11-15,16,0
2009-12-13,13,1
2010-01-10,13.383333333333333,1
2010-01-10,16,1
2010-04-04,18.233333333333334,1
2010-05-16,47.3,1
2010-05-09,13,1
2010-05-30,16,1
2010-07-11,12.633333333333333,1
2010-08-22,19,1
2010-11-14,10.266666666666667,1
2010-12-05,13.4,1
2011-01-30,13,1
2011-02-27,13,1
2011-03-20,16.8,1
2011-04-24,10,1
2011-05-22,21,1
2011-05-29,18,1
2011-06-05,15.766666666666667,1
2011-07-31,13.85,1
2011-10-09,13,1
2011-10-02,19.7,0
2011-10-30,13,0
2011-11-06,10.483333333333333,1
2011-11-20,14,1
2011-12-11,13,1
2012-01-29,13.3,1
2012-03-25,17,0
2012-03-04,13,1
2012-04-29,15.8,1
2012-04-08,16,1
2012-04-15,21.783333333333335,1
2012-04-01,10.133333333333333,1
2012-06-03,18,0
2012-08-12,11.666666666666666,1
2012-08-05,13,0
2012-09-16,31.883333333333333,1
2012-09-02,17,1
2012-10-21,16,1
2012-11-18,19.5,1
2012-11-25,16,1
2012-12-09,14,0
2013-01-13,13.15,1
2013-02-10,15.083333333333334,1
2013-02-24,16,0
2013-03-24,13,1
2013-03-03,25.683333333333334,1
2013-04-07,18.116666666666667,1
2013-04-07,17,1
2013-04-28,16,1
2013-04-21,14,1
2013-05-19,14.016666666666667,1
2013-05-12,11,1
2013-05-05,17,1
2013-07-28,15.95,0
2013-08-25,15.05,1
2013-10-13,18,1
2013-11-10,17,1
2013-11-17,11.9,0
2013-12-08,8.55,0
2014-01-26,13,1
2014-02-09,11,0
2014-03-16,15.866666666666667,1
2014-03-02,10.25,1
2014-03-23,13.116666666666667,1
2014-06-08,14,1
2014-06-29,27,1
2014-06-22,20.233333333333334,1
2014-07-20,12,1
2014-08-10,16,1
2014-08-24,23,1
2014-09-07,12.783333333333333,1
2014-10-12,18.166666666666668,1
2014-11-09,15.816666666666666,1
2014-11-09,16,1
2014-12-14,12,1
2014-12-28,22,0
2015-02-01,14.416666666666666,0
2015-03-08,22.083333333333332,1
2015-03-15,22.466666666666665,1
2015-03-01,13.116666666666667,1
2015-04-12,11.216666666666667,1
2015-04-26,14.916666666666666,1
2015-05-03,28.5,1
2015-05-10,16.2,1
2015-06-28,16.116666666666667,0
2015-09-20,17.883333333333333,1
2015-09-20,18.15,1
2015-11-08,22.2,1
2009-01-25,23,1
2009-01-18,26,0
2009-01-18,26.383333333333333,0
2009-02-15,18,1
2009-02-01,22,1
2009-03-15,23.916666666666668,1
2009-03-22,22.616666666666667,1
2009-03-22,28,1
2009-03-29,24,1
2009-04-19,34,1
2009-04-26,19,1
2009-05-31,81.83333333333333,1
2009-06-07,24,1
2009-06-07,23,1
2009-06-07,29,1
2009-08-23,19,0
2009-09-13,40,1
2009-09-06,21.616666666666667,1
2009-10-18,33.416666666666664,0
2009-10-04,23.2,1
2009-11-29,24,1
2009-11-22,25,1
2009-11-22,32.35,1
2009-12-27,30.733333333333334,0
2010-01-24,21,0
2010-01-10,20,1
2010-01-24,19,0
2010-04-11,20,1
2010-04-11,28.45,1
2010-05-09,26,1
2010-05-02,26.383333333333333,1
2010-06-06,41,0
2010-06-20,26.133333333333333,1
2010-07-18,21.216666666666665,1
2010-07-18,25.333333333333332,1
2010-08-08,31,1
2010-09-05,26,1
2010-09-05,19,1
2010-10-10,32,1
2010-10-31,21,1
2010-10-17,32.31666666666667,1
2010-11-21,25,1
2010-11-28,25.85,1
2010-11-28,18,1
2010-11-28,21.983333333333334,1
2010-11-28,19.966666666666665,1
2010-11-28,23.7,1
2010-11-28,22.866666666666667,1
2010-11-21,24.8,1
2010-12-12,24,1
2010-12-05,18.8,1
2010-12-12,21,1
2011-01-16,18.966666666666665,1
2011-01-23,21.75,1
2011-01-23,16,1
2011-01-02,22.933333333333334,0
2011-02-27,30,1
2011-03-13,23,1
2011-03-06,17,1
2011-03-13,26,1
2011-03-06,19.333333333333332,1
2011-03-13,23.35,1
2011-04-24,26,1
2011-04-03,32.266666666666666,1
2011-04-24,32,1
2011-04-10,25,1
2011-05-08,23.983333333333334,1
2011-05-22,27.433333333333334,1
2011-05-22,21.733333333333334,1
2011-06-19,21.75,1
2011-06-26,31.45,1
2011-07-03,17,1
2011-07-10,19.283333333333335,1
2011-07-17,19.683333333333334,1
2011-07-03,19,1
2011-07-03,21,1
2011-08-07,21,0
2011-08-07,34,0
2011-08-21,23.183333333333334,1
2011-09-04,31.45,1
2011-09-04,39.016666666666666,1
2011-10-23,19,1
2011-10-23,31,1
2011-10-16,27,1
2011-10-16,27.866666666666667,1
2011-10-16,23.65,1
2011-11-27,28,1
2011-11-20,19,1
2011-11-20,20,1
2011-11-20,18.95,1
2011-11-27,23,1
2011-12-11,18.416666666666668,1
2011-12-18,31.216666666666665,1
2011-12-18,16,1
2012-01-15,26,1
2012-01-01,24.066666666666666,0
2012-01-15,14.783333333333333,1
2012-01-08,25,1
2012-01-01,20.566666666666666,0
2012-01-22,19,1
2012-01-29,18.833333333333332,1
2012-01-01,20.25,0
2012-02-12,18,0
2012-02-19,24.7,1
2012-02-19,15,1
2012-02-26,22.816666666666666,1
2012-02-19,18.35,1
2012-03-11,28,1
2012-03-18,14.983333333333333,1
2012-03-25,21,0
2012-03-11,17.033333333333335,1
2012-03-11,31,1
2012-03-25,27,0
2012-04-22,25.45,1
2012-04-01,13.633333333333333,1
2012-04-15,22,1
2012-04-15,25,1
2012-05-27,21,0
2012-05-27,15,0
2012-05-20,23,1
2012-05-06,32,1
2012-05-06,23.316666666666666,1
2012-05-20,27,1
2012-05-20,26.516666666666666,1
2012-05-27,38,0
2012-06-24,41,0
2012-06-03,27.75,0
2012-06-17,23.15,1
2012-06-17,21,1
2012-06-24,44,0
2012-07-01,23,1
2012-07-01,17,1
2012-07-01,19.366666666666667,1
2012-07-22,29.566666666666666,1
2012-07-15,25.433333333333334,0
2012-08-12,18.883333333333333,1
2012-08-05,16,0
2012-08-12,18,1
2012-08-05,21,0
2012-08-12,18.233333333333334,1
2012-09-23,32.583333333333336,1
2012-09-09,40,1
2012-10-21,30.966666666666665,1
2012-10-21,16.05,1
2012-11-18,31,1
2012-11-25,17,1
2012-11-04,19.816666666666666,1
2012-12-16,30,1
2012-12-23,29,1
2012-12-09,33,0
2012-12-09,27,0
2012-12-30,25,1
2012-12-30,17,1
2012-12-23,35.06666666666667,1
2012-12-02,19,0
2012-12-30,18,1
2012-12-23,22,1
2013-01-06,23.1,1
2013-01-13,26,1
2013-02-24,23.683333333333334,0
2013-02-24,17,0
2013-02-03,18,0
2013-02-17,26,1
2013-03-10,18.15,1
2013-03-17,19.216666666666665,1
2013-03-03,19,1
2013-03-17,23,1
2013-03-17,17.783333333333335,1
2013-03-03,20,1
2013-03-10,25,1
2013-04-28,26,1
2013-04-07,4,1
2013-05-05,29,1
2013-05-05,29.483333333333334,1
2013-06-16,18,1
2013-06-09,36,1
2013-06-30,18,1
2013-06-16,24.883333333333333,1
2013-06-09,32.53333333333333,1
2013-06-23,25.483333333333334,1
2013-06-30,38.71666666666667,1
2013-06-02,25.666666666666668,1
2013-07-21,21,1
2013-07-21,26,1
2013-07-14,29,1
2013-07-14,25.35,1
2013-07-14,15,1
2013-08-25,30,1
2013-08-25,20.866666666666667,1
2013-09-01,19,1
2013-09-15,36,1
2013-09-22,20,1
2013-09-29,20.516666666666666,1
2013-09-15,16,1
2013-09-29,22.316666666666666,1
2013-10-20,27,1
2013-10-20,13.283333333333333,1
2013-10-20,23.9,1
2013-11-17,28.416666666666668,0
2013-11-10,20,1
2013-11-17,17,0
2013-12-08,16,0
2013-12-15,19.1,1
2013-12-01,24.666666666666668,1
2013-12-29,19,1
2013-12-08,24.05,0
2013-12-01,17,1
2013-12-08,14,0
2014-03-16,16.666666666666668,1
2014-03-23,26,1
2014-03-09,22,1
2014-03-23,24,1
2014-03-02,20.133333333333333,1
2014-03-09,18,1
2014-03-30,26,1
2014-03-30,15.733333333333333,1
2014-04-27,21.833333333333332,1
2014-04-27,19.25,1
2014-05-25,20,1
2014-05-18,32,1
2014-05-04,26.3,0
2014-05-11,24,0
2014-05-11,28.416666666666668,0
2014-06-08,24,1
2014-06-01,24.75,1
2014-06-15,16.05,1
2014-06-15,19,1
2014-07-13,21,0
2014-07-20,20,1
2014-08-10,23,1
2014-08-03,18,0
2014-09-14,14,1
2014-11-02,17.716666666666665,1
2014-11-16,26,0
2014-11-23,18.1,1
2014-11-16,25.666666666666668,0
2014-11-30,26,1
2014-11-30,19,1
2014-12-07,18.283333333333335,0
2015-01-11,27.133333333333333,1
2015-04-05,25.233333333333334,1
2015-04-12,25.516666666666666,1
2015-04-05,26.3,1
2015-05-10,15.95,1
2015-05-17,25.566666666666666,0
2015-05-24,26.466666666666665,1
2015-05-24,21.05,1
2015-07-26,29.466666666666665,1
2015-07-12,29.166666666666668,1
2015-08-16,26.266666666666666,1
2015-08-16,25.866666666666667,1
2015-08-23,23.5,1
2015-08-02,20.016666666666666,1
2015-08-09,22.8,1
2015-09-27,27.433333333333334,1
2015-09-20,31.3,1
2015-09-06,22.716666666666665,1
2015-10-18,18.833333333333332,1
2015-10-04,29.25,1
2015-10-18,30.85,1
2015-11-22,18.216666666666665,0
2015-11-29,23.883333333333333,1
2015-11-29,16.233333333333334,1
2015-11-01,20.883333333333333,1
2015-12-06,18.8,1
2009-01-05,,1
2009-02-22,22,0
2009-02-15,19.233333333333334,1
2009-02-15,19,1
2009-03-15,19.616666666666667,1
2009-03-29,27.1,1
2009-03-22,15,1
2009-03-01,16.516666666666666,0
2009-04-12,14,1
2009-04-26,21,1
2009-04-05,16,1
2009-04-05,16.383333333333333,1
2009-04-05,25.416666666666668,1
2009-04-19,15,1
2009-04-12,15.283333333333333,1
2009-04-05,16.033333333333335,1
2009-04-26,14.966666666666667,1
2009-04-19,23.05,1
2009-05-03,10,1
2009-05-31,17,1
2009-05-31,15,1
2009-06-21,14,1
2009-07-05,24,1
2009-07-05,16,1
2009-07-19,22.733333333333334,1
2009-07-05,16.333333333333332,1
2009-07-26,12,1
2009-08-30,21.75,1
2009-08-16,24,1
2009-08-23,19.2,0
2009-08-02,19.05,1
2009-08-30,17.366666666666667,1
2009-08-30,20,1
2009-09-20,16.633333333333333,1
2009-09-13,21,1
2009-09-06,15.416666666666666,1
2009-09-13,26.266666666666666,1
2009-09-06,17,1
2009-09-06,20,1
2009-09-13,13.05,1
2009-10-11,20.766666666666666,1
2009-10-25,13.416666666666666,1
2009-10-11,25.35,1
2009-10-25,20,1
2009-10-11,21.566666666666666,1
2009-10-25,13,1
2009-10-04,22,1
2009-11-22,14.516666666666667,1
2009-11-08,19,1
2009-11-29,14.733333333333333,1
2009-12-27,15,0
2009-12-27,17.766666666666666,0
2009-12-06,16,1
2009-12-20,14.916666666666666,0
2009-12-20,14.616666666666667,0
2009-12-27,13,0
2009-12-06,21.416666666666668,1
2010-01-17,21,1
2010-01-10,18,1
2010-01-24,19.566666666666666,0
2010-01-24,13,0
2010-01-03,21.05,1
2010-04-11,23.516666666666666,1
2010-04-11,18.9,1
2010-04-11,24.766666666666666,1
2010-04-25,14,1
2010-05-23,18.55,1
2010-06-20,16,1
2010-06-20,17,1
2010-06-27,28.216666666666665,1
2010-07-25,16,1
2010-07-25,17,1
2010-07-11,17,1
2010-07-18,15.2,1
2010-07-25,17,1
2010-07-25,15.5,1
2010-08-29,16,1
2010-08-08,18.233333333333334,1
2010-08-29,26,1
2010-08-01,19,1
2010-08-08,16,1
2010-08-15,10.3,0
2010-08-01,21.433333333333334,1
2010-09-12,6,0
2010-09-26,17.9,1
2010-09-12,4,0
2010-09-19,7.816666666666666,1
2010-09-19,21,1
2010-09-19,23.5,1
2010-09-19,23.5,1
2010-09-12,11,0
2010-09-26,17.9,1
2010-10-24,19.9,1
2010-11-07,19,1
2010-12-05,17.65,1
2010-12-19,17,1
2010-12-05,18,1
2011-01-02,12.816666666666666,0
2011-01-16,14.15,1
2011-01-23,17.566666666666666,1
2011-01-02,18.116666666666667,0
2011-02-06,17.016666666666666,1
2011-02-20,16,1
2011-02-20,17,1
2011-03-20,15,1
2011-03-06,15,1
2011-03-13,17,1
2011-04-24,13.533333333333333,1
2011-04-17,20.266666666666666,0
2011-05-29,21,1
2011-05-15,19,1
2011-05-01,19,1
2011-05-29,20.483333333333334,1
2011-05-01,24.416666666666668,1
2011-06-05,23.7,1
2011-06-12,21,0
2011-06-12,16,0
2011-06-12,23,0
2011-07-31,23.533333333333335,1
2011-07-24,14,0
2011-07-03,23,1
2011-07-03,17,1
2011-07-10,15.666666666666666,1
2011-09-18,25.916666666666668,1
2011-09-25,13.4,1
2011-10-30,19,0
2011-10-09,16,1
2011-10-02,17,0
2011-10-30,13,0
2011-10-09,17.966666666666665,1
2011-10-16,20,1
2011-11-06,17.75,1
2011-11-06,14.016666666666667,1
2011-11-06,22.116666666666667,1
2011-11-06,18,1
2011-12-04,20,1
2011-12-25,20.316666666666666,1
2011-12-25,15.366666666666667,1
2011-12-25,12.966666666666667,1
2011-12-04,29,1
2011-12-18,21,1
2011-12-04,18,1
2011-12-25,20,1
2012-01-22,20,1
2012-01-15,20,1
2012-02-12,14.766666666666667,0
2012-03-25,14.733333333333333,0
2012-03-04,13,1
2012-03-25,14.85,0
2012-03-25,12,0
2012-03-25,15,0
2012-04-29,23.183333333333334,1
2012-04-08,13.4,1
2012-04-01,22,1
2012-04-15,17.883333333333333,1
2012-05-20,18.25,1
2012-05-13,20.55,1
2012-06-17,19,1
2012-06-17,16.133333333333333,1
2012-06-17,18,1
2012-06-10,21.016666666666666,1
